4,Integer
Tax inspector,90
"Buyer, retail",65
Medical technical officer,300
"Accountant, chartered management",287
Art gallery manager,185
Astronomer,21
Sales promotion account executive,106
Insurance claims handler,253
Chartered legal executive (England and Wales),183
Transport planner,241
Secretary/administrator,142
Health visitor,121
"Psychologist, educational",168
Museum/gallery conservator,35
Chartered loss adjuster,272
Artist,66
Osteopath,179
Exhibition designer,72
Dramatherapist,276
Waste management officer,38
Management consultant,103
Meteorologist,40
"Engineer, broadcasting (operations)",137
Barrister,207
"Surveyor, mining",185
"Production assistant, television",274
Learning mentor,248
Meteorologist,275
Therapeutic radiographer,20
Physiological scientist,22
Food technologist,243
Microbiologist,265
Curator,65
Production engineer,210
"Engineer, manufacturing",174
"Conservator, museum/gallery",209
Dramatherapist,95
"Secretary, company",177
"Lighting technician, broadcasting/film/video",98
"Engineer, petroleum",31
Ergonomist,144
Psychiatrist,161
Arboriculturist,112
Land,229
Estate agent,82
"Lighting technician, broadcasting/film/video",182
Mining engineer,61
Chartered legal executive (England and Wales),81
Magazine features editor,32
"Engineer, water",16
"Loss adjuster, chartered",294
Ophthalmologist,288
Audiological scientist,53
Jewellery designer,68
"Teacher, English as a foreign language",41
Nature conservation officer,228
Psychotherapist,221
Multimedia specialist,245
Financial controller,156
Armed forces technical officer,202
Museum education officer,117
Insurance claims handler,288
"Development worker, community",171
Oncologist,293
Ophthalmologist,269
Physiological scientist,234
"Engineer, electronics",299
Training and development officer,207
Sport and exercise psychologist,155
Air traffic controller,274
"Surveyor, quantity",47
Financial planner,180
"Scientist, research (life sciences)",15
"Engineer, manufacturing",213
Call centre manager,150
Animator,221
"Surveyor, hydrographic",106
Operational researcher,176
Food technologist,242
"Surveyor, planning and development",230
"Scientist, research (maths)",74
Air cabin crew,27
Research scientist (medical),132
Mental health nurse,183
Private music teacher,195
"Psychotherapist, dance movement",123
"Designer, textile",33
Colour technologist,289
Media planner,197
Editorial assistant,256
"Psychologist, prison and probation services",80
Manufacturing engineer,243
Retail buyer,268
Physiotherapist,144
Equities trader,122
Child psychotherapist,171
"Programme researcher, broadcasting/film/video",150
Fitness centre manager,205
Learning mentor,31
IT consultant,312
Exercise physiologist,204
Graphic designer,115
Community arts worker,43
"Biochemist, clinical",259
Science writer,303
Licensed conveyancer,37
Location manager,123
Communications engineer,258
Systems developer,278
Lobbyist,222
"Surveyor, hydrographic",219
Fast food restaurant manager,93
Clinical biochemist,285
Oncologist,270
Public house manager,300
Air cabin crew,165
Equities trader,149
Clinical biochemist,193
"Engineer, building services",315
"Therapist, art",71
Arts development officer,46
Social researcher,279
Lexicographer,247
"Engineer, building services",208
Health and safety adviser,96
Chiropractor,252
"Psychologist, counselling",208
Fashion designer,82
Sales executive,69
Ecologist,292
Land/geomatics surveyor,159
Estate manager/land agent,111
Forensic psychologist,213
Early years teacher,247
Public relations account executive,203
Pathologist,53
"Administrator, local government",239
"Designer, industrial/product",241
Sports development officer,54
Adult nurse,70
Archivist,201
Rural practice surveyor,52
"Administrator, sports",193
Careers adviser,51
Arts development officer,179
Engineering geologist,202
Environmental consultant,144
"Scientist, audiological",317
Paramedic,314
"Journalist, broadcasting",302
Marketing executive,58
"Sound technician, broadcasting/film/video",226
Systems developer,94
"Doctor, general practice",278
Estate manager/land agent,223
Cartographer,108
Contracting civil engineer,251
Arts development officer,256
"Presenter, broadcasting",266
"Horticulturist, amenity",134
Tour manager,73
"Geneticist, molecular",254
Museum/gallery curator,32
Mudlogger,215
Outdoor activities/education manager,148
Physiotherapist,83
"Physicist, medical",277
"Designer, industrial/product",56
Hospital pharmacist,139
"Surveyor, rural practice",307
Recycling officer,288
Ecologist,113
Diplomatic Services operational officer,89
Marine scientist,92
Research scientist (medical),171
"Accountant, chartered",194
Industrial/product designer,112
Pensions consultant,305
Advice worker,182
Airline pilot,300
Retail buyer,143
Physiological scientist,163
Medical illustrator,151
Insurance broker,95
"Engineer, broadcasting (operations)",28
Architectural technologist,250
Sports therapist,217
"Programmer, systems",54
Biomedical scientist,160
"Exhibitions officer, museum/gallery",58
Electrical engineer,94
Bonds trader,79
Drilling engineer,95
"Administrator, Civil Service",253
"Pharmacist, hospital",318
Event organiser,307
Arts development officer,121
Agricultural engineer,311
Water engineer,132
Sports coach,63
Pathologist,213
Occupational therapist,306
"Lighting technician, broadcasting/film/video",102
Psychiatric nurse,256
Clinical cytogeneticist,257
"Scientist, audiological",217
Police officer,130
Applications developer,38
"Teacher, music",178
Public affairs consultant,192
IT trainer,314
"Research officer, political party",276
Production engineer,163
Systems analyst,227
Pensions consultant,319
Immigration officer,57
Advertising account executive,151
"Geneticist, molecular",88
Pathologist,102
Television camera operator,254
Government social research officer,21
Occupational therapist,144
Bookseller,163
Oncologist,136
Retail merchandiser,291
Purchasing manager,30
Product designer,137
"Civil engineer, contracting",102
Structural engineer,149
Medical secretary,67
"Psychologist, educational",300
Ranger/warden,281
Furniture designer,22
"Engineer, chemical",260
Wellsite geologist,30
Industrial buyer,249
"Engineer, petroleum",236
"Copywriter, advertising",110
Production engineer,229
"Teacher, secondary school",200
"Engineer, manufacturing systems",305
Applications developer,28
Paediatric nurse,16
"Scientist, physiological",81
Geochemist,125
Naval architect,299
"Designer, multimedia",225
Museum/gallery exhibitions officer,246
Psychiatrist,195
Legal executive,268
Homeopath,92
"Horticulturist, commercial",171
Forensic psychologist,269
"Teacher, English as a foreign language",38
Outdoor activities/education manager,280
Production engineer,244
Learning mentor,278
Lawyer,84
Naval architect,166
Management consultant,254
Sub,274
"Designer, graphic",253
"Runner, broadcasting/film/video",178
Mechanical engineer,102
Health physicist,307
"Designer, jewellery",112
"Loss adjuster, chartered",41
Advice worker,316
Dentist,27
Environmental consultant,187
"Accountant, chartered",99
"Development worker, community",29
Publishing copy,246
Stage manager,80
Trade union research officer,214
"Lighting technician, broadcasting/film/video",293
Leisure centre manager,234
"Teacher, music",174
Acupuncturist,231
"Programme researcher, broadcasting/film/video",279
Technical author,126
Tax adviser,42
Holiday representative,228
"Conservator, furniture",257
Contracting civil engineer,22
"Psychologist, prison and probation services",82
Rural practice surveyor,286
"Engineer, automotive",175
Chartered legal executive (England and Wales),289
Lawyer,113
Energy manager,305
"Civil engineer, contracting",82
Chief of Staff,169
Agricultural engineer,171
Building surveyor,63
Museum/gallery curator,97
Youth worker,42
Banker,293
Insurance underwriter,141
"Administrator, sports",140
Broadcast engineer,132
Office manager,63
Dietitian,193
Environmental consultant,21
Photographer,316
Health visitor,321
Fashion designer,253
Estate manager/land agent,298
Insurance underwriter,144
Herpetologist,292
"Engineer, civil (consulting)",76
"Accountant, chartered certified",83
Social worker,286
Games developer,252
Human resources officer,59
"Scientist, physiological",185
Advertising copywriter,174
"Development worker, international aid",248
Building services engineer,211
Health service manager,101
Horticultural therapist,290
Newspaper journalist,124
Sales executive,88
Physiological scientist,33
"Engineer, materials",237
Bookseller,315
Chief Strategy Officer,124
Chief Marketing Officer,159
Personnel officer,82
Counsellor,290
Ranger/warden,295
"Surveyor, insurance",219
Visual merchandiser,75
Sports therapist,171
Applications developer,125
Commissioning editor,172
Careers adviser,125
Quality manager,157
Equities trader,204
Copy,136
Aid worker,205
Herpetologist,156
International aid/development worker,71
"Teacher, secondary school",81
Insurance claims handler,294
Child psychotherapist,33
Graphic designer,254
Financial risk analyst,103
