4,Integer
Research scientist (maths),118
Fashion designer,25
Pathologist,202
Software engineer,142
Publishing copy,178
Minerals surveyor,62
"Engineer, site",148
Ophthalmologist,148
"Programmer, systems",290
Quality manager,231
Training and development officer,143
Research scientist (maths),232
Trade union research officer,152
Chief Operating Officer,166
Midwife,63
English as a second language teacher,167
"Lecturer, further education",51
Garment/textile technologist,315
Animal technologist,86
Financial manager,261
Fisheries officer,248
"Lecturer, further education",106
Secretary/administrator,199
Advertising art director,15
Passenger transport manager,186
Statistician,55
"Engineer, materials",172
Tour manager,262
"Surveyor, hydrographic",177
Fashion designer,192
Community arts worker,277
"Radiographer, diagnostic",189
Fashion designer,58
Personal assistant,311
Conference centre manager,55
Equities trader,229
Intelligence analyst,292
"Chemist, analytical",63
Retail banker,204
Training and development officer,314
TEFL teacher,214
"Teacher, special educational needs",289
Health and safety adviser,306
Financial controller,236
Insurance underwriter,167
Magazine features editor,168
Proofreader,123
Ship broker,313
Landscape architect,72
Statistician,122
Artist,117
Ceramics designer,252
"Teacher, primary school",231
Fisheries officer,160
Community pharmacist,179
Freight forwarder,137
Sub,32
Higher education lecturer,128
Secretary/administrator,285
Chartered legal executive (England and Wales),156
Public librarian,139
Hotel manager,164
"Producer, television/film/video",292
"Surveyor, mining",284
"Therapist, art",296
Recycling officer,216
"Engineer, energy",296
Network engineer,146
Software engineer,62
Make,242
Mental health nurse,292
"Surveyor, land/geomatics",231
Legal executive,238
IT technical support officer,184
"Buyer, industrial",104
Commercial/residential surveyor,133
"Loss adjuster, chartered",142
Animal technologist,59
Technical sales engineer,256
Paediatric nurse,275
"Librarian, academic",289
"Scientist, research (physical sciences)",114
Newspaper journalist,146
Control and instrumentation engineer,242
Systems analyst,40
Information officer,175
Armed forces technical officer,20
"Engineer, communications",283
Advertising art director,20
Publishing rights manager,296
Health physicist,140
Telecommunications researcher,130
Herbalist,162
"Surveyor, hydrographic",136
"Journalist, magazine",140
Government social research officer,296
Industrial buyer,240
Barista,248
Private music teacher,79
Forensic scientist,313
Therapeutic radiographer,130
"Geneticist, molecular",142
Herbalist,227
Cabin crew,184
"Surveyor, building",297
Broadcast engineer,116
Editorial assistant,119
Chartered accountant,66
"Journalist, newspaper",21
"Education officer, museum",194
Community education officer,274
Careers information officer,214
Contracting civil engineer,259
Field seismologist,182
Art gallery manager,163
"Runner, broadcasting/film/video",167
"Optician, dispensing",238
Paediatric nurse,291
Chartered management accountant,44
Translator,310
Arts administrator,180
"Physicist, medical",302
Hospital doctor,115
Risk analyst,286
"Editor, magazine features",148
Fashion designer,111
Operational researcher,241
Medical physicist,115
"Psychologist, forensic",181
IT trainer,234
"Production designer, theatre/television/film",279
"Administrator, arts",291
Industrial/product designer,312
Theatre director,36
"Surveyor, land/geomatics",78
Lawyer,245
"Engineer, drilling",232
Waste management officer,309
Risk manager,104
"Exhibitions officer, museum/gallery",68
Patent examiner,165
Lexicographer,81
"Engineer, mining",241
Forest/woodland manager,319
"Merchandiser, retail",93
Training and development officer,256
Geoscientist,56
Camera operator,179
Midwife,58
Network engineer,224
Clinical research associate,243
Arts development officer,106
Aid worker,266
"Designer, ceramics/pottery",191
Training and development officer,287
Diplomatic Services operational officer,50
Theatre director,165
Heritage manager,206
"Radiographer, therapeutic",54
Glass blower/designer,53
Data processing manager,236
Geophysical data processor,34
Equality and diversity officer,205
Tax inspector,81
Stage manager,177
"Presenter, broadcasting",212
Youth worker,167
Building surveyor,188
Naval architect,168
Careers adviser,277
Physiotherapist,65
Trade union research officer,136
"Engineer, aeronautical",285
Science writer,256
Biomedical scientist,97
Human resources officer,102
Equality and diversity officer,69
Event organiser,189
"Surveyor, building",211
Travel agency manager,247
Financial adviser,211
Fashion designer,28
Trade union research officer,321
"Civil engineer, contracting",251
Fisheries officer,173
Housing manager/officer,47
Immigration officer,311
Physiotherapist,28
Hydrographic surveyor,37
Research scientist (physical sciences),60
Educational psychologist,164
Land/geomatics surveyor,67
Event organiser,287
Forensic psychologist,311
Travel agency manager,157
Pension scheme manager,306
Charity officer,296
"Merchandiser, retail",248
"Civil engineer, contracting",66
Electrical engineer,248
"Psychologist, educational",131
Systems analyst,19
Clinical research associate,167
Dance movement psychotherapist,154
Furniture conservator/restorer,64
Film/video editor,103
Paediatric nurse,88
Call centre manager,84
Wellsite geologist,176
Lawyer,269
Armed forces technical officer,293
Licensed conveyancer,113
Occupational hygienist,190
Volunteer coordinator,135
International aid/development worker,132
Estate agent,246
Field seismologist,171
Retail merchandiser,281
Purchasing manager,112
Financial risk analyst,137
Educational psychologist,136
Geoscientist,272
Biomedical engineer,260
Conference centre manager,29
"Scientist, audiological",283
Counselling psychologist,312
Oncologist,208
Barista,77
IT consultant,190
Immigration officer,155
Industrial/product designer,316
Advice worker,306
Risk manager,318
"Designer, furniture",237
"Engineer, maintenance",96
Emergency planning/management officer,140
Theatre director,36
Mudlogger,198
Hydrographic surveyor,167
Chemical engineer,194
Clinical molecular geneticist,212
Furniture designer,280
Electronics engineer,43
Diplomatic Services operational officer,142
Social worker,163
"Pharmacist, community",252
"Librarian, public",39
Archaeologist,142
Chief Operating Officer,179
Dentist,287
Ecologist,134
"Designer, ceramics/pottery",84
Environmental education officer,95
Tourist information centre manager,106
Science writer,241
Music therapist,241
Exercise physiologist,23
Ergonomist,273
Energy manager,30
Trade mark attorney,201
Dentist,256
Race relations officer,155
"Administrator, local government",207
Curator,189
Cytogeneticist,221
Chief Operating Officer,24
Acupuncturist,241
Chief Executive Officer,185
Herpetologist,200
Museum/gallery exhibitions officer,68
Training and development officer,203
Agricultural engineer,132
"Scientist, research (physical sciences)",56
"Scientist, research (physical sciences)",70
Heritage manager,77
Applications developer,281
Scientific laboratory technician,39
Multimedia programmer,235
Dentist,314
Nutritional therapist,221
Set designer,36
Production manager,297
IT technical support officer,186
"Teacher, adult education",90
"Buyer, retail",231
"Accountant, chartered certified",119
Airline pilot,226
Web designer,88
Medical technical officer,290
"Programmer, systems",259
Youth worker,224
Metallurgist,48
Jewellery designer,20
Diagnostic radiographer,307
Occupational therapist,217
"Psychologist, forensic",97
Financial risk analyst,155
Speech and language therapist,88
Museum/gallery conservator,181
Garment/textile technologist,184
"Radiographer, diagnostic",19
"Radiographer, therapeutic",106
Building surveyor,32
Arts development officer,119
Computer games developer,217
"Programmer, applications",229
Chief Technology Officer,283
Orthoptist,170
"Nurse, children's",159
Teaching laboratory technician,230
"Surveyor, commercial/residential",190
"Research officer, government",27
Geographical information systems officer,51
Pensions consultant,213
Orthoptist,300
Print production planner,46
Public relations account executive,303
"Solicitor, Scotland",94
"Surveyor, rural practice",261
Advertising art director,321
Records manager,310
Medical secretary,146
Dance movement psychotherapist,45
"Engineer, structural",41
Artist,90
Museum/gallery conservator,102
Economist,225
Chief Technology Officer,204
Senior tax professional/tax inspector,30
"Exhibitions officer, museum/gallery",48
"Production assistant, radio",131
Garment/textile technologist,125
Airline pilot,289
Transport planner,228
"Scientist, marine",107
Medical laboratory scientific officer,266
Chief of Staff,268
Arts development officer,307
"Engineer, maintenance (IT)",36
Archivist,224
Technical author,72
"Accountant, chartered certified",95
Chief Financial Officer,275
Community arts worker,285
Copy,68
"Conservation officer, nature",78
Volunteer coordinator,274
"Engineer, land",87
Market researcher,200
Chief Operating Officer,64
Armed forces training and education officer,127
Advertising account executive,109
Hotel manager,116
"Engineer, communications",210
Control and instrumentation engineer,43
Patent attorney,156
Chartered accountant,117
Nature conservation officer,103
Clinical molecular geneticist,181
Chief Technology Officer,227
Music therapist,37
